material_code,plant_id,time_bucket,week_bucket,date,demand_qty,uom,source_type,source_id,customer_id,project_id,priority,status,notes
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-13,17,pcs,SO,SO-2024-8638,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-13,149,pcs,SO,SO-2024-7206,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W07,2024-W07,2024-02-14,53,pcs,forecast,FORECAST-2024-8520,,,1,confirmed,
FG-002,PLANT-01,2024-W07,2024-W07,2024-02-14,112,pcs,SO,SO-2024-7915,CUST-002,,3,confirmed,
FG-003,PLANT-02,2024-W07,2024-W07,2024-02-14,369,pcs,SO,SO-2024-5209,CUST-014,,1,confirmed,
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-14,0,pcs,forecast,FORECAST-2024-4849,,,1,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-14,172,pcs,SO,SO-2024-2834,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W07,2024-W07,2024-02-15,209,pcs,SO,SO-2024-4285,CUST-003,,3,confirmed,
FG-002,PLANT-01,2024-W07,2024-W07,2024-02-15,152,pcs,SO,SO-2024-2471,CUST-003,,2,confirmed,
FG-003,PLANT-02,2024-W07,2024-W07,2024-02-15,566,pcs,SO,SO-2024-6333,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-15,0,pcs,forecast,FORECAST-2024-7804,,,2,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-15,207,pcs,SO,SO-2024-8573,CUST-019,,1,confirmed,
FG-001,PLANT-01,2024-W07,2024-W07,2024-02-16,170,pcs,manual,MANUAL-2024-2188,,,3,confirmed,
FG-002,PLANT-01,2024-W07,2024-W07,2024-02-16,85,pcs,SO,SO-2024-1511,CUST-003,,2,confirmed,
FG-003,PLANT-02,2024-W07,2024-W07,2024-02-16,101,pcs,forecast,FORECAST-2024-8669,,,1,confirmed,
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-16,0,pcs,forecast,FORECAST-2024-1171,,,1,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-16,191,pcs,SO,SO-2024-9143,CUST-001,,2,confirmed,
FG-001,PLANT-01,2024-W07,2024-W07,2024-02-17,148,pcs,forecast,FORECAST-2024-9117,,,3,confirmed,
FG-002,PLANT-01,2024-W07,2024-W07,2024-02-17,113,pcs,forecast,FORECAST-2024-2632,,,1,confirmed,
FG-003,PLANT-02,2024-W07,2024-W07,2024-02-17,282,pcs,SO,SO-2024-5740,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-17,8,pcs,manual,MANUAL-2024-4849,,,1,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-17,242,pcs,manual,MANUAL-2024-7505,,,1,confirmed,
FG-001,PLANT-01,2024-W07,2024-W07,2024-02-18,306,pcs,forecast,FORECAST-2024-3989,,,1,confirmed,
FG-002,PLANT-01,2024-W07,2024-W07,2024-02-18,102,pcs,forecast,FORECAST-2024-5318,,,1,confirmed,
FG-003,PLANT-02,2024-W07,2024-W07,2024-02-18,548,pcs,manual,MANUAL-2024-5294,,,2,confirmed,
FG-004,PLANT-01,2024-W07,2024-W07,2024-02-18,16,pcs,SO,SO-2024-2382,CUST-015,,3,confirmed,
FG-005,PLANT-02,2024-W07,2024-W07,2024-02-18,178,pcs,SO,SO-2024-2457,CUST-002,,2,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-19,1317,pcs,SO,SO-2024-8134,CUST-001,,3,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-19,0,pcs,forecast,FORECAST-2024-9298,,,1,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-19,2449,pcs,SO,SO-2024-6767,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-19,108,pcs,manual,MANUAL-2024-8435,,,3,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-19,558,pcs,SO,SO-2024-1723,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-20,1290,pcs,forecast,FORECAST-2024-8052,,,1,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-20,309,pcs,SO,SO-2024-3618,CUST-004,,2,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-20,2794,pcs,manual,MANUAL-2024-3820,,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-20,76,pcs,SO,SO-2024-5305,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-20,722,pcs,SO,SO-2024-1523,CUST-005,,3,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-21,1257,pcs,SO,SO-2024-3415,CUST-008,,2,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-21,306,pcs,manual,MANUAL-2024-4834,,,2,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-21,2236,pcs,forecast,FORECAST-2024-5117,,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-21,0,pcs,forecast,FORECAST-2024-7970,,,1,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-21,657,pcs,SO,SO-2024-3835,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-22,1257,pcs,manual,MANUAL-2024-9847,,,1,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-22,323,pcs,SO,SO-2024-9798,CUST-009,,1,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-22,2388,pcs,SO,SO-2024-5656,CUST-002,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-22,125,pcs,SO,SO-2024-3505,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-22,588,pcs,manual,MANUAL-2024-6445,,,1,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-23,1061,pcs,SO,SO-2024-4173,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-23,231,pcs,manual,MANUAL-2024-2668,,,2,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-23,2146,pcs,SO,SO-2024-6253,CUST-001,,2,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-23,0,pcs,forecast,FORECAST-2024-7934,,,2,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-23,614,pcs,manual,MANUAL-2024-7456,,,1,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-24,611,pcs,SO,SO-2024-2118,CUST-003,,2,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-24,143,pcs,SO,SO-2024-4610,CUST-003,,2,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-24,1052,pcs,SO,SO-2024-1054,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-24,52,pcs,SO,SO-2024-1503,CUST-003,,2,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-24,320,pcs,SO,SO-2024-4813,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W08,2024-W08,2024-02-25,341,pcs,SO,SO-2024-5049,CUST-001,,2,confirmed,
FG-002,PLANT-01,2024-W08,2024-W08,2024-02-25,156,pcs,SO,SO-2024-8539,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W08,2024-W08,2024-02-25,713,pcs,SO,SO-2024-6398,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W08,2024-W08,2024-02-25,25,pcs,SO,SO-2024-1321,CUST-001,,1,confirmed,
FG-005,PLANT-02,2024-W08,2024-W08,2024-02-25,59,pcs,manual,MANUAL-2024-2860,,,1,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-02-26,1396,pcs,forecast,FORECAST-2024-2577,,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-02-26,334,pcs,manual,MANUAL-2024-5644,,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-02-26,2358,pcs,SO,SO-2024-4091,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-02-26,86,pcs,SO,SO-2024-2897,CUST-001,,1,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-02-26,575,pcs,SO,SO-2024-2924,CUST-017,,1,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-02-27,1337,pcs,SO,SO-2024-8979,CUST-004,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-02-27,288,pcs,SO,SO-2024-3090,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-02-27,2739,pcs,manual,MANUAL-2024-6303,,,2,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-02-27,0,pcs,forecast,FORECAST-2024-1956,,,1,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-02-27,599,pcs,SO,SO-2024-8327,CUST-002,,3,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-02-28,1199,pcs,SO,SO-2024-1280,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-02-28,314,pcs,SO,SO-2024-1576,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-02-28,2538,pcs,SO,SO-2024-1444,CUST-002,,1,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-02-28,63,pcs,SO,SO-2024-5706,CUST-012,,2,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-02-28,717,pcs,manual,MANUAL-2024-6519,,,2,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-02-29,1115,pcs,SO,SO-2024-7668,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-02-29,0,pcs,forecast,FORECAST-2024-3368,,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-02-29,2537,pcs,SO,SO-2024-6845,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-02-29,60,pcs,SO,SO-2024-9917,CUST-015,,2,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-02-29,593,pcs,forecast,FORECAST-2024-4400,,,2,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-03-01,1276,pcs,forecast,FORECAST-2024-3608,,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-03-01,331,pcs,forecast,FORECAST-2024-8913,,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-03-01,1955,pcs,SO,SO-2024-2936,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-03-01,0,pcs,forecast,FORECAST-2024-3243,,,2,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-03-01,616,pcs,SO,SO-2024-3949,CUST-011,,1,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-03-02,402,pcs,SO,SO-2024-3273,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-03-02,217,pcs,SO,SO-2024-2472,CUST-010,,1,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-03-02,1005,pcs,SO,SO-2024-7259,CUST-015,,1,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-03-02,60,pcs,SO,SO-2024-6316,CUST-016,,2,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-03-02,231,pcs,SO,SO-2024-2636,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W09,2024-W09,2024-03-03,290,pcs,SO,SO-2024-6158,CUST-003,,2,confirmed,
FG-002,PLANT-01,2024-W09,2024-W09,2024-03-03,223,pcs,SO,SO-2024-7359,CUST-012,,2,confirmed,
FG-003,PLANT-02,2024-W09,2024-W09,2024-03-03,388,pcs,manual,MANUAL-2024-9914,,,2,confirmed,
FG-004,PLANT-01,2024-W09,2024-W09,2024-03-03,34,pcs,SO,SO-2024-3423,CUST-003,,1,confirmed,
FG-005,PLANT-02,2024-W09,2024-W09,2024-03-03,208,pcs,SO,SO-2024-1501,CUST-002,,3,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-04,1284,pcs,SO,SO-2024-5443,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-04,303,pcs,SO,SO-2024-4991,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-04,1957,pcs,SO,SO-2024-5837,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-04,68,pcs,SO,SO-2024-7331,CUST-007,,1,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-04,428,pcs,forecast,FORECAST-2024-2581,,,1,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-05,0,pcs,forecast,FORECAST-2024-6576,,,1,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-05,333,pcs,forecast,FORECAST-2024-6222,,,1,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-05,2343,pcs,SO,SO-2024-5434,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-05,50,pcs,SO,SO-2024-8827,CUST-003,,3,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-05,550,pcs,manual,MANUAL-2024-5228,,,1,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-06,1226,pcs,SO,SO-2024-5245,CUST-004,,3,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-06,298,pcs,forecast,FORECAST-2024-8035,,,1,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-06,2245,pcs,SO,SO-2024-6594,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-06,65,pcs,SO,SO-2024-6478,CUST-004,,3,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-06,506,pcs,SO,SO-2024-4239,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-07,1333,pcs,SO,SO-2024-4945,CUST-017,,1,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-07,281,pcs,manual,MANUAL-2024-2896,,,2,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-07,2436,pcs,forecast,FORECAST-2024-2396,,,3,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-07,98,pcs,forecast,FORECAST-2024-9556,,,3,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-07,683,pcs,SO,SO-2024-1900,CUST-020,,1,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-08,1003,pcs,manual,MANUAL-2024-9175,,,3,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-08,283,pcs,forecast,FORECAST-2024-4826,,,2,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-08,2306,pcs,SO,SO-2024-8681,CUST-018,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-08,123,pcs,SO,SO-2024-9019,CUST-003,,2,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-08,472,pcs,forecast,FORECAST-2024-1044,,,1,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-09,499,pcs,forecast,FORECAST-2024-3025,,,1,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-09,204,pcs,SO,SO-2024-5315,CUST-004,,2,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-09,813,pcs,SO,SO-2024-2940,CUST-002,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-09,48,pcs,manual,MANUAL-2024-1418,,,1,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-09,190,pcs,SO,SO-2024-6884,CUST-002,,2,confirmed,
FG-001,PLANT-01,2024-W10,2024-W10,2024-03-10,225,pcs,SO,SO-2024-3888,CUST-004,,1,confirmed,
FG-002,PLANT-01,2024-W10,2024-W10,2024-03-10,160,pcs,SO,SO-2024-5138,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W10,2024-W10,2024-03-10,568,pcs,manual,MANUAL-2024-9615,,,1,confirmed,
FG-004,PLANT-01,2024-W10,2024-W10,2024-03-10,31,pcs,SO,SO-2024-6594,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W10,2024-W10,2024-03-10,0,pcs,forecast,FORECAST-2024-9774,,,1,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-11,1554,pcs,manual,MANUAL-2024-3647,,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-11,373,pcs,SO,SO-2024-6015,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-11,2504,pcs,SO,SO-2024-2786,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-11,104,pcs,SO,SO-2024-4077,CUST-002,,3,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-11,696,pcs,SO,SO-2024-9002,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-12,1271,pcs,SO,SO-2024-9280,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-12,274,pcs,forecast,FORECAST-2024-8130,,,2,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-12,2151,pcs,SO,SO-2024-6365,CUST-003,,2,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-12,0,pcs,forecast,FORECAST-2024-9942,,,1,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-12,515,pcs,manual,MANUAL-2024-6080,,,1,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-13,1250,pcs,forecast,FORECAST-2024-4497,,,3,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-13,330,pcs,SO,SO-2024-2477,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-13,2163,pcs,manual,MANUAL-2024-5643,,,1,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-13,95,pcs,forecast,FORECAST-2024-4940,,,1,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-13,458,pcs,SO,SO-2024-2970,CUST-001,,3,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-14,1174,pcs,SO,SO-2024-2048,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-14,295,pcs,manual,MANUAL-2024-8940,,,1,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-14,2293,pcs,forecast,FORECAST-2024-5151,,,1,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-14,84,pcs,SO,SO-2024-8945,CUST-002,,1,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-14,650,pcs,SO,SO-2024-6084,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-15,1117,pcs,SO,SO-2024-9498,CUST-004,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-15,334,pcs,SO,SO-2024-8428,CUST-004,,3,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-15,2440,pcs,SO,SO-2024-8716,CUST-006,,2,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-15,63,pcs,SO,SO-2024-3026,CUST-013,,2,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-15,378,pcs,SO,SO-2024-7445,CUST-020,,2,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-16,405,pcs,forecast,FORECAST-2024-2992,,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-16,192,pcs,SO,SO-2024-9837,CUST-001,,2,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-16,656,pcs,SO,SO-2024-4322,CUST-011,,3,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-16,55,pcs,forecast,FORECAST-2024-5286,,,1,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-16,371,pcs,forecast,FORECAST-2024-8971,,,2,confirmed,
FG-001,PLANT-01,2024-W11,2024-W11,2024-03-17,0,pcs,forecast,FORECAST-2024-8738,,,1,confirmed,
FG-002,PLANT-01,2024-W11,2024-W11,2024-03-17,253,pcs,SO,SO-2024-6067,CUST-006,,1,confirmed,
FG-003,PLANT-02,2024-W11,2024-W11,2024-03-17,844,pcs,manual,MANUAL-2024-7972,,,1,confirmed,
FG-004,PLANT-01,2024-W11,2024-W11,2024-03-17,14,pcs,manual,MANUAL-2024-7771,,,2,confirmed,
FG-005,PLANT-02,2024-W11,2024-W11,2024-03-17,282,pcs,SO,SO-2024-1591,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-18,1368,pcs,forecast,FORECAST-2024-8782,,,2,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-18,304,pcs,SO,SO-2024-3495,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-18,2324,pcs,SO,SO-2024-2426,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-18,97,pcs,SO,SO-2024-9907,CUST-003,,2,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-18,457,pcs,SO,SO-2024-3428,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-19,1072,pcs,manual,MANUAL-2024-4645,,,1,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-19,295,pcs,manual,MANUAL-2024-5135,,,1,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-19,1961,pcs,SO,SO-2024-2070,CUST-007,,3,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-19,137,pcs,forecast,FORECAST-2024-2495,,,1,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-19,454,pcs,SO,SO-2024-4685,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-20,1343,pcs,SO,SO-2024-4347,CUST-004,,2,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-20,310,pcs,SO,SO-2024-1906,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-20,2495,pcs,SO,SO-2024-4537,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-20,0,pcs,forecast,FORECAST-2024-7973,,,1,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-20,446,pcs,SO,SO-2024-4742,CUST-004,,2,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-21,1271,pcs,SO,SO-2024-3689,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-21,327,pcs,SO,SO-2024-6255,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-21,2358,pcs,SO,SO-2024-4116,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-21,44,pcs,SO,SO-2024-1396,CUST-007,,2,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-21,501,pcs,SO,SO-2024-9926,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-22,1263,pcs,SO,SO-2024-6100,CUST-006,,1,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-22,252,pcs,SO,SO-2024-1494,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-22,5132,pcs,SO,SO-2024-1205,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-22,0,pcs,forecast,FORECAST-2024-5698,,,1,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-22,652,pcs,SO,SO-2024-3272,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-23,588,pcs,SO,SO-2024-8226,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-23,234,pcs,manual,MANUAL-2024-9832,,,2,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-23,722,pcs,SO,SO-2024-2412,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-23,40,pcs,manual,MANUAL-2024-8599,,,1,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-23,232,pcs,SO,SO-2024-8041,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W12,2024-W12,2024-03-24,412,pcs,SO,SO-2024-8905,CUST-002,,2,confirmed,
FG-002,PLANT-01,2024-W12,2024-W12,2024-03-24,208,pcs,forecast,FORECAST-2024-1542,,,2,confirmed,
FG-003,PLANT-02,2024-W12,2024-W12,2024-03-24,916,pcs,SO,SO-2024-5580,CUST-020,,1,confirmed,
FG-004,PLANT-01,2024-W12,2024-W12,2024-03-24,1,pcs,SO,SO-2024-6173,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W12,2024-W12,2024-03-24,292,pcs,SO,SO-2024-2520,CUST-006,,1,confirmed,
FG-001,PLANT-01,2024-W13,2024-W13,2024-03-25,1433,pcs,SO,SO-2024-5241,CUST-004,,1,confirmed,
FG-002,PLANT-01,2024-W13,2024-W13,2024-03-25,296,pcs,SO,SO-2024-5922,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W13,2024-W13,2024-03-25,2196,pcs,forecast,FORECAST-2024-6276,,,2,confirmed,
FG-004,PLANT-01,2024-W13,2024-W13,2024-03-25,129,pcs,SO,SO-2024-9103,CUST-014,,2,confirmed,
FG-005,PLANT-02,2024-W13,2024-W13,2024-03-25,471,pcs,SO,SO-2024-5277,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W13,2024-W13,2024-03-26,1342,pcs,manual,MANUAL-2024-5150,,,2,confirmed,
FG-002,PLANT-01,2024-W13,2024-W13,2024-03-26,332,pcs,SO,SO-2024-2979,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W13,2024-W13,2024-03-26,1890,pcs,SO,SO-2024-4669,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W13,2024-W13,2024-03-26,66,pcs,forecast,FORECAST-2024-9848,,,2,confirmed,
FG-005,PLANT-02,2024-W13,2024-W13,2024-03-26,463,pcs,manual,MANUAL-2024-4941,,,2,confirmed,
FG-001,PLANT-01,2024-W13,2024-W13,2024-03-27,1301,pcs,forecast,FORECAST-2024-4719,,,1,confirmed,
FG-002,PLANT-01,2024-W13,2024-W13,2024-03-27,335,pcs,SO,SO-2024-3116,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W13,2024-W13,2024-03-27,2299,pcs,SO,SO-2024-7647,CUST-003,,2,confirmed,
FG-004,PLANT-01,2024-W13,2024-W13,2024-03-27,0,pcs,forecast,FORECAST-2024-6799,,,1,confirmed,
FG-005,PLANT-02,2024-W13,2024-W13,2024-03-27,536,pcs,SO,SO-2024-1364,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W13,2024-W13,2024-03-28,1272,pcs,SO,SO-2024-6239,CUST-002,,1,confirmed,
